date,NVDA,AAPL,MSFT,AVGO,CRM,ORCL,CSCO,NOW,ACN,IBM,AMD,ADBE,QCOM,TXN,INTU,AMAT,PLTR,UBER,ANET,PANW,MU,ADP,FI,ADI,LRCX,KLAC,INTC,APH,CDNS,CRWD,SNPS,MSI,ADSK,FTNT,ROP,NXPI,WDAY,TEL,PAYX,FICO,FIS,GLW,IT,CTSH,DELL,MPWR,GRMN,HPQ,HPE,MCHP,Benchmark
2010-12-31,0.385,11.52,27.91,2.84,33.0,31.3,20.23,,48.49,140.18,8.18,30.78,49.49,32.5,49.3,14.05,,,,,8.02,40.6,14.64,37.67,5.18,38.64,21.03,6.6,8.26,,26.91,36.28,38.2,3.24,76.43,20.93,,35.4,30.91,23.37,27.39,19.32,33.2,36.64,,16.52,30.99,19.11,,17.11,125.75
2011-01-03,0.3955,11.77,27.98,2.78,34.15,31.62,20.49,,48.59,140.87,8.47,31.29,50.18,32.73,49.83,14.06,,,,,8.28,41.28,14.88,37.95,4.99,38.75,20.85,6.68,8.35,,26.99,36.44,39.27,3.31,77.06,21.43,,36.24,31.39,23.56,28.13,19.19,33.53,37.68,,16.89,31.21,19.4,,17.39,127.05
2011-01-04,0.3942,11.83,28.09,2.8,33.92,31.48,20.52,,48.27,141.02,8.77,31.51,50.97,32.67,49.29,13.97,,,,,8.44,41.13,14.61,37.52,4.94,38.48,21.15,6.54,8.32,,26.8375,39.77,38.525,3.5,75.94,22.01,,35.5,30.75,23.03,27.95,19.07,33.34,37.08,,15.77,31.07,19.81,,17.36,126.98
2011-01-05,0.4245,11.93,28.0,2.8,35.55,31.04,20.77,,48.28,140.46,8.91,32.22,52.03,32.8,48.74,13.76,,,,,8.54,41.78,14.73,37.6,4.73,37.9,20.94,6.49,8.32,,26.78,39.83,41.24,3.65,76.25,23.38,,35.19,31.54,23.04,28.44,18.98,33.81,38.1,,15.87,31.46,20.07,,17.41,127.64
2011-01-06,0.4832,11.92,28.82,2.85,35.84,31.17,20.95,,48.46,141.99,8.69,32.27,52.67,33.25,48.3,13.89,,,,,8.58,42.11,14.75,37.81,4.73,38.2,20.77,6.46,8.44,,26.68,39.68,41.26,3.64,75.63,23.24,,35.14,31.88,23.12,28.38,19.51,33.91,37.75,,16.11,30.9,20.38,,17.51,127.39
2011-01-07,0.4968,12.0,28.6,2.83,35.56,31.03,20.97,,48.54,141.3,8.83,32.04,51.73,33.22,48.39,13.96,,,,,8.65,42.21,14.86,37.59,4.72,37.69,20.66,6.48,8.42,,26.74,38.9,40.76,3.52,74.87,22.92,,35.23,31.87,22.52,28.49,19.46,34.01,37.55,,16.06,30.53,20.47,,17.49,127.14
2011-01-10,0.5158,12.23,28.22,2.89,35.66,31.04,20.79,,48.11,141.02,9.19,32.96,51.69,33.38,47.75,13.77,,,,,8.55,42.22,14.8,37.7,4.87,38.65,20.69,6.49,8.48,,26.79,38.53,40.865,3.6,75.07,23.42,,35.87,32.0,22.71,28.53,19.5,34.46,37.67,,15.97,30.47,20.37,,17.69,126.98
2011-01-11,0.5078,12.2,28.11,2.92,35.28,30.99,20.88,,48.77,140.68,8.36,32.98,52.07,33.5,47.05,14.08,,,,,8.72,42.42,15.05,38.03,4.95,38.56,21.05,6.55,8.46,,26.55,38.38,40.8,3.61,75.58,24.0,,35.86,31.98,22.72,28.68,19.48,34.82,37.75,,15.96,30.77,20.63,,17.81,127.43
2011-01-12,0.5838,12.3,28.55,2.82,35.41,30.95,21.12,,49.89,142.41,8.39,33.5725,52.34,33.66,46.58,14.26,,,,,9.34,42.97,15.21,38.04,5.02,38.99,21.3,6.6,8.6,,26.65,37.96,40.53,3.66,75.4,23.6,,36.2,32.27,23.08,29.53,19.93,34.9,37.62,,16.03,30.9,20.72,,17.88,128.58
2011-01-13,0.5848,12.35,28.19,2.84,35.96,31.18,21.08,,49.87,142.15,8.26,33.38,51.87,33.48,46.36,14.24,,,,,9.63,42.56,15.19,37.85,5.04,39.75,21.29,6.58,8.58,,26.44,37.85,41.08,3.68,75.25,23.33,,36.33,32.09,23.16,29.64,19.85,34.67,37.3,,15.92,30.76,20.73,,18.0,128.37
2011-01-14,0.5898,12.45,28.3,2.9,36.62,31.25,21.21,,50.0,143.27,8.2,33.79,52.04,34.04,46.98,15.32,,,,,9.71,42.77,15.48,38.6,5.27,42.11,21.08,6.53,8.82,,26.81,38.28,41.44,3.74,75.37,23.39,,36.58,32.31,23.54,30.12,19.81,34.6,37.5,,15.98,30.85,21.0,,18.52,129.3
2011-01-18,0.5759,12.17,28.66,2.78,36.08,31.53,21.22,,50.35,143.9,8.1025,34.18,53.03,34.85,47.35,15.2,,,,,9.66,42.95,15.63,39.86,5.24,42.37,21.08,6.61,9.17,,27.04,37.71,42.03,3.67,75.67,23.58,,36.78,32.6,24.08,30.2,19.84,34.78,37.75,,15.85,31.92,21.04,,18.74,129.52
2011-01-19,0.5602,12.1,28.47,2.78,35.21,31.6,20.82,,50.2,148.71,7.93,33.91,52.14,34.16,47.4,15.23,,,,,9.37,42.73,15.5,39.04,5.06,41.61,21.01,6.61,8.89,,26.72,37.34,41.49,3.56,74.05,22.96,,36.03,32.39,23.53,29.83,19.66,34.36,37.28,,15.58,31.58,21.03,,18.45,128.25
2011-01-20,0.5607,11.88,28.35,2.77,32.95,32.3,20.77,,51.14,148.81,8.02,33.49,51.33,33.91,47.18,15.06,,,,,9.6,43.07,15.48,38.93,5.02,42.13,20.95,6.55,8.56,,26.35,37.04,41.31,3.5,73.56,21.67,,36.02,32.43,23.55,29.92,19.38,34.21,36.81,,15.31,31.04,21.24,,18.2,128.08
2011-01-21,0.5555,11.67,28.02,2.78,33.06,32.51,20.73,,51.04,148.53,7.54,33.27,51.24,33.91,46.86,15.01,,,,,9.84,43.02,15.5,38.77,5.0,41.83,20.82,6.66,8.51,,26.23,37.15,41.5,3.51,73.92,21.97,,36.45,32.6,23.31,30.01,19.33,34.32,36.53,,15.1,30.79,21.44,,18.24,128.37
2011-01-24,0.6182,12.05,28.38,2.81,31.96,32.4,21.17,,51.47,152.47,7.68,34.03,51.49,34.65,47.12,15.37,,,,,10.05,43.44,15.73,39.35,5.22,43.11,21.24,6.84,8.53,,26.75,38.66,41.05,3.45,74.76,22.65,,37.14,33.13,23.65,30.61,19.64,34.49,37.14,,15.29,31.52,21.59,,18.59,129.1
2011-01-25,0.5992,12.19,28.45,2.8,30.99,32.29,21.54,,51.72,154.2,7.48,33.56,51.52,33.98,46.5,15.37,,,,,9.98,43.59,15.72,38.78,5.27,43.67,21.55,6.89,8.4975,,26.75,38.7,40.33,3.39,74.93,24.28,,37.06,33.02,24.02,30.68,21.21,34.29,36.68,,15.01,31.72,21.37,,18.66,129.17
2011-01-26,0.6135,12.28,28.78,2.83,32.07,32.56,21.42,,52.35,153.82,7.491,33.52,51.86,34.32,47.12,15.46,,,,,9.95,42.52,15.72,38.89,5.41,44.53,21.75,6.92,8.56,,26.88,39.24,40.88,3.97,75.99,25.99,,37.05,32.81,24.77,30.79,21.78,35.13,36.61,,15.08,31.54,21.28,,18.71,129.67
2011-01-27,0.6118,12.26,28.87,2.92,32.06,32.92,21.44,,52.36,153.85,7.75,33.85,54.9,34.63,47.31,16.1,,,,,10.59,42.69,15.72,39.18,5.18,44.68,21.75,7.1,8.71,,27.48,38.58,40.77,3.78,76.66,26.08,,36.07,32.62,25.99,30.81,22.16,36.23,36.59,,15.01,31.53,21.22,,18.95,129.99
2011-01-28,0.594,12.0,27.75,2.81,32.9,32.0,20.93,,51.52,152.07,7.49,32.49,53.74,34.27,46.77,15.77,,,,,10.37,42.01,15.33,38.3,4.96,43.69,21.46,6.88,8.48,,26.84,37.96,39.97,3.7,75.69,24.57,,35.51,31.69,25.65,30.28,21.8,35.4,35.82,,14.65,30.81,20.66,,18.45,127.72
2011-01-31,0.598,12.12,27.73,2.87,32.28,32.03,21.15,,51.47,154.74,7.83,33.05,54.13,33.91,46.93,15.69,,,,,10.54,42.02,15.44,38.83,4.99,44.08,21.46,6.92,8.68,,27.13,38.77,40.68,3.85,77.69,25.74,,36.23,32.0,25.38,30.43,22.21,35.42,36.48,,14.67,30.83,20.74,,18.24,128.68
2011-02-01,0.6118,12.32,27.99,2.91,32.91,33.24,21.47,,52.37,156.23,8.22,33.51,55.08,35.0,47.57,16.22,,,,,10.81,42.91,15.76,39.67,5.22,45.09,21.48,7.11,8.77,,27.78,39.02,42.16,3.95,78.91,27.23,,37.2,32.74,25.87,31.07,22.69,35.87,37.68,,14.96,30.79,21.12,,18.6,130.74
2011-02-02,0.6395,12.3,27.94,2.88,33.77,33.14,21.62,,52.56,155.98,8.29,33.43,53.99,35.12,47.81,16.35,,,,,10.89,42.91,15.63,39.76,5.16,45.16,21.56,7.14,8.83,,27.99,38.61,43.41,3.9,79.09,27.19,,37.01,32.88,25.78,31.03,22.79,36.26,38.08,,14.79,30.58,21.29,,18.56,130.49
2011-02-03,0.6274,12.27,27.65,2.94,33.54,32.99,21.91,,52.78,156.2,8.33,33.53,54.98,34.99,48.2,16.14,,,,,10.9,43.06,15.58,39.23,5.16,44.89,21.57,7.1,9.45,,28.0,38.79,43.75,3.89,79.11,27.2,,36.57,33.01,25.16,30.87,22.57,36.29,37.44,,14.81,30.68,21.48,,18.53,130.78
2011-02-04,0.6418,12.37,27.77,3.12,34.49,32.62,22.05,,52.55,156.65,8.4,33.36,55.23,35.44,48.4,16.49,,,,,11.05,43.28,15.07,40.0,5.26,45.63,21.68,7.19,9.49,,28.33,39.31,43.69,4.09,79.98,27.35,,36.89,33.26,25.21,30.96,23.37,36.27,37.71,,15.64,31.94,21.53,,18.81,131.15
2011-02-07,0.615,12.57,28.2,3.08,34.22,32.98,22.03,,52.67,157.43,8.33,33.56,55.07,35.26,48.79,16.39,,,,,11.29,43.42,15.12,39.86,5.33,46.16,21.69,7.2,9.64,,28.3,40.41,43.52,3.98,80.7,26.31,,36.97,33.3,25.61,30.96,22.69,36.59,37.36,,15.77,31.99,21.86,,18.74,131.97
2011-02-08,0.5968,12.69,28.28,3.19,34.08,33.03,21.99,,52.64,158.6,8.24,33.57,56.1,35.28,49.03,16.16,,,,,11.44,43.44,15.31,39.62,5.32,46.2,21.63,7.13,9.66,,28.32,39.86,42.93,4.05,82.11,26.38,,37.24,33.41,25.81,31.87,22.61,37.99,38.37,,15.69,32.45,21.86,,18.73,132.57
2011-02-09,0.5822,12.79,27.97,3.28,33.61,32.89,22.04,,52.7,157.27,8.23,33.01,56.21,35.1,48.87,15.87,,,,,11.26,43.14,15.24,39.81,5.4,46.18,21.46,7.17,9.71,,28.67,39.55,42.24,4.02,82.16,26.54,,37.74,33.0,25.59,31.68,22.8,36.71,37.11,,15.61,32.21,22.22,,18.62,132.27
2011-02-10,0.5705,12.66,27.5,3.25,34.49,33.26,18.92,,52.99,156.73,8.22,33.57,57.0,35.19,50.54,16.12,,,,,11.31,43.49,15.49,39.99,5.4,46.17,21.8,7.25,9.94,,28.79,39.38,42.75,4.07,83.09,26.16,,38.09,33.3,25.17,31.8,22.16,37.76,37.68,,15.8,32.58,22.04,,18.82,132.32
2011-02-11,0.5868,12.74,27.25,3.33,35.38,33.47,18.7,,52.4,156.5,8.28,33.67,57.6,35.62,50.62,16.01,,,,,11.32,43.63,15.59,40.59,5.4,46.93,21.76,7.32,10.03,,28.78,39.34,42.69,4.06,83.74,25.27,,38.51,33.33,25.64,31.89,22.36,38.22,37.75,,15.91,33.08,22.08,,18.99,133.11
2011-02-14,0.5778,12.83,27.23,3.4,35.56,33.29,18.81,,52.41,155.9,8.63,33.86,58.17,35.83,50.79,16.2,,,,,11.65,43.65,15.63,40.99,5.44,48.18,21.57,7.27,10.11,,29.03,39.03,42.34,4.1,84.78,25.44,,38.37,33.17,25.53,31.74,22.24,38.53,38.19,,15.84,32.5,21.93,,19.07,133.43
2011-02-15,0.5638,12.85,26.96,3.37,35.62,32.76,18.67,,51.99,155.54,8.6,33.94,58.64,35.97,49.78,16.12,,,,,11.67,43.47,15.6,41.0,5.37,48.24,21.45,7.19,10.22,,29.16,38.8,42.71,4.05,84.47,25.01,,37.49,33.14,25.44,31.75,21.85,37.22,38.25,,15.45,32.52,21.79,,18.94,133.01
2011-02-16,0.5845,12.97,27.02,3.44,35.69,33.11,18.58,,53.41,156.07,8.99,34.69,58.54,36.05,50.12,16.35,,,,,11.63,43.42,15.65,40.84,5.37,48.82,21.75,7.18,10.26,,29.02,38.77,43.84,4.13,85.02,26.93,,37.64,33.1,25.35,31.51,22.28,37.25,38.32,,15.63,32.29,22.24,,19.11,133.85
2011-02-17,0.642,12.8,27.21,3.36,35.24,33.01,18.68,,54.04,156.88,9.44,34.98,59.0,36.48,50.44,16.42,,,,,11.8,43.72,15.89,41.19,5.5,49.53,21.97,7.18,10.11,,28.54,38.92,43.66,4.13,84.59,27.31,,37.89,33.45,28.12,31.77,22.96,36.0,38.44,,15.8,33.43,22.07,,19.16,134.25
2011-02-18,0.6408,12.52,27.06,3.39,35.77,33.68,18.85,,53.61,157.45,9.18,35.39,59.19,36.23,54.11,16.47,,,,,11.7,43.81,15.88,41.12,5.61,49.89,22.14,7.17,10.11,,28.63,39.01,43.4,4.17,85.29,29.3,,37.72,33.6,28.35,32.14,23.23,38.33,38.87,,16.24,33.02,22.1,,19.1,134.53
2011-02-22,0.5802,12.09,26.59,3.26,34.19,32.53,18.59,,52.37,154.69,8.85,33.74,58.25,35.75,52.84,15.66,,,,,10.92,43.08,15.67,40.06,5.41,47.57,21.81,7.07,9.76,,28.0,38.04,42.1,3.96,83.49,29.45,,36.1,32.93,27.75,31.46,22.6,38.05,37.78,,15.67,32.14,21.9,,18.58,131.83
2011-02-23,0.5528,12.24,26.59,3.13,33.34,32.18,18.4,,51.26,153.0,8.55,33.38,57.01,35.4,52.0,15.64,,,,,10.55,42.85,15.43,39.21,5.22,47.11,21.15,7.06,9.68,,27.34,37.39,39.59,3.99,82.94,28.41,,35.22,32.49,26.97,30.91,22.38,37.29,36.96,,14.9,32.36,19.79,,18.16,131.02
2011-02-24,0.5662,12.25,26.77,3.4,33.58,32.25,18.36,,51.75,153.56,9.1,33.45,57.8,35.43,51.68,15.83,,,,,10.91,42.98,15.5,39.27,5.33,47.78,21.29,7.09,9.61,,27.34,37.53,40.43,4.08,82.23,29.12,,35.49,32.54,27.41,31.22,22.76,37.85,37.46,,14.81,32.46,19.15,,18.36,130.93
2011-02-25,0.578,12.43,26.55,3.44,34.71,32.95,18.64,,52.18,155.0,9.29,34.63,59.02,35.62,52.4,16.12,,,,,11.44,43.52,15.75,39.99,5.54,48.96,21.86,7.11,9.88,,27.73,38.14,42.75,4.15,83.21,30.55,,35.69,33.07,28.4,32.03,22.6,37.7,38.25,,15.41,33.17,19.38,,18.67,132.33
2011-02-28,0.5665,12.61,26.58,3.4,33.07,32.9,18.56,,51.48,154.62,9.21,34.5,59.58,35.61,52.58,16.43,,,,,11.13,43.86,15.82,39.88,5.49,48.82,21.47,7.19,9.95,,27.72,38.64,42.05,4.08,84.13,31.95,,36.04,33.63,27.95,32.39,23.06,37.72,38.44,,15.45,33.95,19.81,,18.45,133.15
2011-03-01,0.5412,12.48,26.16,3.21,32.01,31.66,18.56,,51.16,152.8,9.025,33.97,58.04,35.0,51.42,16.2,,,,,10.96,43.33,15.51,39.17,5.47,47.95,21.39,7.03,9.8,,27.32,38.19,41.21,3.97,83.23,29.98,,35.99,32.86,27.3,32.39,22.03,37.65,37.25,,15.02,33.2,19.48,,18.2,130.93
2011-03-02,0.5188,12.58,26.08,3.25,32.0,32.12,18.5,,51.15,152.98,9.17,34.48,57.1,36.14,51.78,16.42,,,,,11.09,43.71,15.44,39.74,5.67,49.68,21.49,7.12,9.92,,27.61,39.29,40.35,4.04,84.71,29.25,,36.27,32.99,27.92,31.71,22.32,37.36,37.29,,15.04,33.37,19.63,,18.39,131.21
2011-03-03,0.5218,12.84,26.2,3.3,32.52,33.03,18.53,,53.03,156.15,9.28,35.05,58.84,36.56,52.9,16.85,,,,,11.57,44.33,15.53,40.96,5.84,51.15,21.79,7.33,9.98,,27.83,40.27,41.17,4.22,87.49,31.17,,36.75,33.45,28.38,31.78,22.85,38.78,38.42,,15.31,34.2,19.61,,18.79,133.47
2011-03-04,0.5189,12.86,25.95,3.28,32.49,32.77,18.4,,52.65,154.57,9.225,35.27,58.15,36.27,52.81,16.73,,,,,11.64,44.15,15.37,40.63,5.83,51.21,21.56,7.31,9.87,,27.69,40.15,40.71,4.33,85.95,30.75,,36.78,33.3,27.87,31.53,22.92,38.51,38.16,,15.1,34.77,19.35,,18.6,132.47
2011-03-07,0.5118,12.69,25.72,3.2,32.01,32.1,18.2,,52.39,152.76,8.84,34.72,57.58,35.48,51.93,15.96,,,,,11.03,43.92,15.04,39.62,5.67,49.25,21.21,7.23,9.44,,27.27,40.22,40.11,4.31,84.87,29.16,,36.32,33.05,27.64,30.86,22.59,38.0,37.96,,14.39,34.43,19.06,,18.31,131.43
2011-03-08,0.4888,12.71,25.91,3.24,31.83,32.74,18.22,,52.26,155.0,8.99,35.29,57.15,35.86,52.11,15.79,,,,,10.89,44.64,15.28,39.82,5.78,49.79,21.13,7.26,9.79,,27.75,41.59,40.68,4.33,85.86,28.71,,36.23,33.67,28.13,31.64,22.69,38.23,38.89,,14.48,34.08,19.25,,18.41,132.58
2011-03-09,0.4785,12.59,25.89,3.1,31.93,32.79,18.12,,52.04,158.42,8.67,35.13,55.0,34.74,51.66,15.3,,,,,10.32,44.66,15.29,38.51,5.39,47.5,21.2,7.22,9.88,,27.71,41.27,40.34,4.32,86.33,27.78,,35.4,33.76,27.96,31.6,22.17,38.81,39.21,,13.88,34.12,19.09,,17.96,132.39
2011-03-10,0.448,12.38,25.41,3.1,31.8,31.8,17.92,,51.39,154.76,8.42,34.86,54.04,34.25,49.85,14.96,,,,,9.93,44.21,14.88,37.92,5.18,45.77,20.79,7.06,9.58,,27.0,40.3,39.9,4.22,84.36,26.51,,34.25,33.47,27.4,30.99,21.32,37.99,38.06,,13.71,33.95,18.83,,17.66,129.94
2011-03-11,0.4512,12.57,25.68,3.12,31.97,31.91,17.95,,51.58,155.15,8.65,34.61,53.61,34.39,49.46,15.0,,,,,10.24,44.22,15.14,38.15,5.22,46.13,20.87,7.04,9.48,,27.03,41.24,40.11,4.3,84.47,27.46,,34.65,33.21,27.73,31.23,21.31,39.08,38.19,,13.89,34.14,18.95,,17.81,130.84
2011-03-14,0.455,12.63,25.69,3.1,31.24,31.59,17.85,,51.45,154.15,8.43,34.08,53.48,34.56,49.43,14.96,,,,,10.36,43.95,14.97,38.17,5.2,45.85,20.84,7.04,9.61,,26.94,40.99,40.38,4.36,83.62,25.83,,34.18,32.99,27.97,30.99,21.42,38.74,37.69,,13.8,33.87,18.84,,17.73,130.05
2011-03-15,0.4415,12.34,25.39,3.11,31.39,31.17,17.39,,50.02,151.89,8.28,33.04,53.0,33.9,48.98,14.88,,,,,10.43,43.28,14.64,37.6,5.22,45.58,20.18,6.97,9.44,,26.6,40.51,39.25,4.22,82.96,26.28,,33.63,32.02,28.18,30.49,21.09,38.54,37.0,,13.4,34.35,18.58,,17.57,128.56
2011-03-16,0.4382,11.79,24.79,2.96,31.04,30.2,17.05,,48.98,146.14,8.12,32.09,50.5,32.79,48.51,14.46,,,,,10.06,42.42,14.58,36.54,5.11,44.39,19.81,6.81,9.33,,26.43,40.64,38.47,4.1,81.88,25.94,,32.33,31.53,27.9,30.23,20.53,38.32,36.46,,13.26,33.8,18.22,,17.64,126.18
2011-03-17,0.4465,11.95,24.78,2.93,30.58,30.55,17.0,,49.02,147.27,8.31,31.835,52.32,33.07,48.43,14.83,,,,,10.21,42.78,14.77,37.36,5.14,45.15,19.9,6.85,9.43,,26.53,41.19,38.56,4.14,82.5,26.94,,32.96,31.5,27.86,30.41,20.71,38.26,37.35,,13.13,33.49,18.81,,17.72,127.85
2011-03-18,0.4405,11.81,24.8,3.03,30.0,30.76,17.14,,50.25,148.9,8.55,31.99,51.71,33.36,49.92,14.84,,,,,10.07,43.26,15.01,37.82,5.08,44.78,19.93,6.9,9.56,,26.63,41.63,39.4,4.23,84.15,27.55,,33.19,31.6,28.97,30.9,20.75,38.77,37.1,,13.31,33.82,18.76,,17.85,127.76
2011-03-21,0.444,12.12,25.33,3.1,31.11,31.42,17.39,,50.35,150.61,8.55,32.34,53.63,33.68,50.46,15.21,,,,,10.36,43.78,15.15,38.12,5.21,45.96,20.19,7.02,9.79,,27.2,42.04,40.9725,4.38,85.8,27.85,,33.74,32.17,30.46,31.37,20.77,39.58,37.81,,13.4,33.82,18.96,,18.13,129.74
2011-03-22,0.4361,12.19,25.3,3.07,30.37,31.13,17.45,,50.35,150.92,8.36,32.88,52.49,33.64,49.81,15.11,,,,,10.35,43.92,15.13,37.97,5.11,45.56,20.15,6.88,9.57,,27.1025,42.66,41.51,4.23,85.33,27.22,,34.17,31.93,30.06,31.66,20.8,39.69,38.44,,13.19,33.76,18.95,,18.04,129.29
2011-03-23,0.4452,12.11,25.54,3.1,30.53,31.41,17.58,,50.67,152.38,8.59,31.68,52.45,34.21,50.42,15.16,,,,,10.61,43.95,15.13,38.38,5.31,46.12,20.29,6.82,9.59,,27.14,43.16,41.62,4.1,84.74,27.07,,34.14,32.24,30.25,31.49,20.85,39.89,38.44,,13.84,33.77,19.1,,18.35,129.66
2011-03-24,0.4808,12.32,25.81,3.11,32.31,32.14,17.36,,51.96,152.86,8.83,32.59,53.72,34.86,51.16,15.44,,,,,11.5,44.18,15.3,39.1,5.46,47.19,20.38,6.78,9.79,,27.5,44.46,43.81,4.17,85.07,28.3,,34.64,30.96,30.49,32.1,21.35,40.09,39.89,,14.07,33.9,19.57,,18.88,130.9
2011-03-25,0.4658,12.55,25.62,3.09,31.86,32.64,17.28,,54.29,154.91,8.88,32.64,52.75,34.64,51.37,15.43,,,,,11.55,44.19,15.39,39.02,5.46,46.86,20.37,6.8,9.85,,27.63,43.95,43.27,4.31,85.86,27.88,,34.13,31.02,30.62,32.04,21.46,40.4,40.02,,14.01,34.12,19.31,,18.86,131.3
2011-03-28,0.483,12.52,25.41,3.1,32.0,32.55,17.19,,53.58,154.13,8.69,32.43,52.18,34.49,51.06,15.47,,,,,11.55,44.17,15.32,38.96,5.49,47.3,20.34,6.75,9.81,,27.35,43.97,42.97,4.23,85.17,28.69,,34.27,30.93,31.0,31.82,21.45,40.69,39.79,,14.06,33.88,19.13,,18.93,130.98
2011-03-29,0.4792,12.53,25.49,3.1,31.85,33.16,17.44,,54.27,155.58,8.68,32.62,53.91,34.96,51.75,15.7,,,,,11.76,44.42,15.54,39.5,5.58,47.54,20.28,6.86,9.8,,27.43,44.12,43.4,4.34,85.77,31.29,,34.6,31.16,30.99,32.36,21.11,40.92,40.46,,14.23,34.15,18.66,,18.93,131.86
2011-03-30,0.4612,12.45,25.61,3.15,33.62,33.05,17.33,,54.79,156.26,8.79,32.95,54.51,34.74,52.18,15.73,,,,,11.58,44.87,15.64,39.5,5.7,47.62,20.46,6.91,9.76,,27.64,44.56,43.6,4.3,85.73,31.38,,34.65,31.31,31.29,32.79,20.8,41.14,40.82,,14.32,33.98,18.75,,19.1,132.77
2011-03-31,0.4615,12.45,25.39,3.11,33.4,33.43,17.15,,54.97,155.76,8.6,33.16,54.83,34.56,53.11,15.62,,,,,11.47,45.01,15.68,39.38,5.67,47.32,20.18,6.8,9.75,,27.65,44.69,44.11,4.42,86.46,29.97,,34.82,31.38,31.61,32.69,20.63,41.67,40.7,,14.19,33.86,18.6,,19.0,132.59
2011-04-01,0.455,12.31,25.48,3.15,33.53,34.02,17.04,,54.87,156.9,8.36,34.16,54.47,34.23,53.95,15.53,,,,,11.3,45.34,15.72,39.16,5.63,46.8,19.72,6.55,10.0,,27.78,44.4,43.83,4.08,88.33,30.59,,35.02,31.83,31.3,33.23,20.61,42.1,41.21,,13.98,33.75,18.61,,18.96,133.15
2011-04-04,0.4388,12.19,25.55,3.06,33.53,34.14,17.06,,55.07,156.89,8.1,34.37,53.11,34.11,54.08,15.4,,,,,11.19,45.63,15.71,38.5,5.49,46.43,19.49,6.54,10.08,,27.66,44.3,44.0,4.35,88.45,31.13,,34.86,32.07,31.41,33.11,20.58,41.75,41.18,,13.63,33.78,18.31,,18.99,133.26
2011-04-05,0.4395,12.1,25.78,3.17,33.4,33.92,17.22,,54.93,156.64,8.11,34.18,52.58,34.69,53.49,15.53,,,,,11.02,45.43,15.41,38.38,5.5,46.16,19.71,6.53,10.14,,27.6,44.17,43.96,4.45,87.6,31.99,,34.27,31.97,31.21,32.98,20.4,42.02,41.0,,14.48,33.78,18.29,,19.05,133.24
2011-04-06,0.4365,12.07,26.15,3.28,32.86,33.58,18.07,,54.68,156.69,8.43,34.24,53.54,34.86,53.66,15.75,,,,,11.24,46.29,15.6,39.28,5.63,46.17,19.95,6.57,10.18,,27.6,44.27,43.47,4.2,86.99,33.26,,33.58,32.12,31.0,33.2,20.39,41.75,40.7,,14.57,33.93,18.7,,19.21,133.66
2011-04-07,0.4525,12.07,26.2,3.25,33.49,33.72,17.91,,54.84,157.01,8.41,34.48,53.23,35.24,53.7,15.5,,,,,11.14,46.43,15.66,39.33,5.35,44.06,20.03,6.57,10.22,,27.5,44.24,43.16,3.98,86.24,32.94,,33.92,32.2,30.74,33.19,20.2,41.51,40.41,,14.82,33.75,18.65,,19.08,133.32
2011-04-08,0.4388,11.97,26.07,3.26,33.66,33.54,17.65,,55.1,156.69,8.47,34.15,53.63,35.17,53.14,15.31,,,,,11.07,46.01,15.59,39.06,5.24,43.7,20.02,6.58,9.86,,27.25,43.86,42.79,3.96,85.44,32.62,,33.92,31.96,30.34,32.82,19.58,40.67,40.13,,14.63,33.75,18.48,,18.98,132.86
2011-04-11,0.433,11.81,25.98,3.22,33.66,33.78,17.47,,56.0,156.6,8.42,34.38,53.4,34.93,53.56,15.33,,,,,10.74,45.99,15.67,38.44,5.29,43.42,20.12,6.53,9.76,,27.32,44.19,42.85,3.91,85.2,32.21,,33.69,32.3,29.94,33.03,19.6,40.6,40.25,,14.6,34.01,18.64,,18.77,132.46
2011-04-12,0.4342,11.87,25.64,3.14,33.21,33.4,17.44,,55.84,155.93,8.26,34.09,52.25,34.14,52.78,15.03,,,,,10.53,45.65,15.49,37.75,5.19,42.36,19.76,6.51,9.65,,26.92,43.85,42.36,3.79,84.6,31.02,,33.7,32.27,29.69,33.0,19.18,40.82,39.96,,14.3,33.76,18.65,,18.55,131.47
2011-04-13,0.444,12.0,25.63,3.18,33.6,33.7,17.25,,56.55,156.6,8.2,34.21,52.68,34.34,53.14,14.88,,,,,10.62,45.67,15.62,37.85,5.12,42.41,19.78,6.59,9.83,,26.98,44.18,42.63,4.03,84.77,31.54,,34.9,32.35,30.0,33.21,19.34,40.72,40.13,,14.23,33.56,18.67,,18.72,131.46
2011-04-14,0.4628,11.87,25.42,3.11,33.26,33.8,17.17,,55.56,157.57,8.19,34.33,52.6,34.71,54.28,14.78,,,,,10.65,45.65,15.62,37.67,5.1,42.48,19.58,6.56,9.74,,26.8,43.95,42.7,4.02,84.53,32.2,,35.27,32.4,29.82,33.14,19.62,41.1,40.39,,14.27,33.76,18.32,,18.77,131.56
2011-04-15,0.4678,11.69,25.37,3.17,33.43,34.18,17.03,,54.67,158.76,8.27,34.51,53.14,34.99,54.46,14.72,,,,,10.75,45.72,15.78,38.16,5.19,42.8,19.75,6.63,9.8,,26.84,43.81,43.09,4.06,84.85,32.34,,35.61,32.39,30.01,33.26,19.77,41.05,39.36,,14.23,33.9,18.28,,18.85,132.04
